"","Destination.City","Origin.City","Airline.Status","Age","Gender","Price.Sensitivity","Year.of.First.Flight","Flights.Per.Year","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Shopping.Amount.at.Airport","Eating.and.Drinking.at.Airport","Class","Day.of.Month","Flight.date","Partner.Code","Partner.Name","Origin.State","Destination.State","Scheduled.Departure.Hour","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.cancelled","Flight.time.in.minutes","Flight.Distance","Likelihood.to.recommend","olong","olat","dlong","dlat","freeText"
"99","Atlanta, GA","Mobile, AL","Blue",44,"Male",1,2009,5,0.2857,"Business travel",3,90,60,"Eco",31,"1/31/14","EV","FlyFast Airways Inc.","Alabama","Georgia",6,6,0,"No",43,302,8,-88.1635,30.6674,-84.3319,33.8241,NA
"100","Charlotte, NC","Albany, NY","Gold",75,"Female",1,2012,22,-0.4667,"Personal Travel",0,15,15,"Eco",28,"2/28/14","US","Southeast Airlines Co.","New York","North Carolina",8,1,0,"No",109,646,7,-73.7994,42.7439,-80.8158,35.2497,NA
"101","Houston, TX","Dallas, TX","Blue",55,"Female",1,2007,32,-0.641,"Personal Travel",0,10,60,"Eco",20,"1/20/14","WN","Cheapseats Airlines Inc.","Texas","Texas",14,3,0,"No",44,239,2,-96.972,32.8127,-95.3935,29.7843,NA
"102","Salt Lake City, UT","Las Vegas, NV","Blue",66,"Female",2,2007,33,-0.8333,"Mileage tickets",0,0,10,"Eco",6,"3/6/14","DL","Sigma Airlines Inc.","Nevada","Utah",7,0,0,"No",54,368,8,-115.1672,36.1349,-111.9295,40.6408,NA
"103","Washington, DC","Dayton, OH","Blue",72,"Female",1,2010,32,-0.7778,"Personal Travel",0,0,10,"Eco",3,"3/3/14","EV","FlyFast Airways Inc.","Ohio","Virginia",19,NA,NA,"Yes",NA,368,2,-84.1671,39.7549,-77.1897,38.8974,NA
"104","Albany, NY","Baltimore, MD","Blue",58,"Female",1,2003,8,-0.2308,"Business travel",0,0,57,"Eco",15,"3/15/14","WN","Cheapseats Airlines Inc.","Maryland","New York",10,0,0,"No",56,289,9,-76.6478,39.2341,-73.7994,42.7439,NA
"105","Phoenix, AZ","Albuquerque, NM","Silver",43,"Male",2,2003,2,0.5,"Mileage tickets",0,0,210,"Eco",14,"1/14/14","WN","Cheapseats Airlines Inc.","New Mexico","Arizona",7,1,0,"No",53,328,8,-106.6281,35.1434,-111.97,33.4941,NA
"106","Las Vegas, NV","Bellingham, WA","Silver",36,"Male",1,2009,23,-0.5333,"Business travel",1,0,30,"Eco",28,"1/28/14","AS","FlyToSun Airlines Inc.","Washington","Nevada",10,0,0,"No",122,954,9,-122.4761,48.7728,-115.1672,36.1349,NA
"107","Chicago, IL","New Orleans, LA","Blue",30,"Male",2,2012,22,-0.6923,"Business travel",0,0,65,"Eco",19,"2/19/14","WN","Cheapseats Airlines Inc.","Louisiana","Illinois",9,0,2,"No",124,825,7,-90.1437,29.9547,-87.8954,41.8271,NA
"108","Las Vegas, NV","Seattle, WA","Silver",25,"Male",1,2009,0,1,"Business travel",0,0,100,"Business",13,"1/13/14","AS","FlyToSun Airlines Inc.","Washington","Nevada",6,0,0,"No",115,867,10,-122.2747,47.4684,-115.1672,36.1349,NA
"109","Durango, CO","Phoenix, AZ","Blue",28,"Female",2,2008,30,-0.5789,"Business travel",0,135,45,"Eco",17,"2/17/14","OO","Northwest Business Airlines Inc.","Arizona","Colorado",9,0,0,"No",50,351,9,-111.97,33.4941,-107.87,37.2891,NA
"110","Atlanta, GA","Tallahassee, FL","Silver",43,"Male",1,2004,20,-0.1429,"Business travel",2,45,60,"Eco",21,"2/21/14","DL","Sigma Airlines Inc.","Florida","Georgia",17,24,27,"No",42,223,7,-84.2689,30.4732,-84.3319,33.8241,NA
"111","Buffalo, NY","Chicago, IL","Blue",37,"Male",1,2011,23,-0.7037,"Business travel",2,0,30,"Eco",14,"3/14/14","WN","Cheapseats Airlines Inc.","Illinois","New York",13,7,0,"No",63,468,9,-87.8954,41.8271,-78.8237,42.9249,NA
"112","Anchorage, AK","Seattle, WA","Blue",17,"Male",1,2011,4,0.2727,"Mileage tickets",1,0,5,"Eco",12,"1/12/14","AS","FlyToSun Airlines Inc.","Washington","Alaska",10,0,23,"No",232,1448,8,-122.2747,47.4684,-149.8472,61.1679,NA
"113","Tampa, FL","Chicago, IL","Blue",17,"Female",1,2006,28,-0.4737,"Personal Travel",1,20,60,"Eco Plus",9,"1/9/14","OU","Oursin Airlines Inc.","Illinois","Florida",9,35,37,"No",135,1012,4,-87.8954,41.8271,-82.5132,28.0062,NA
"114","Knoxville, TN","Chicago, IL","Blue",29,"Female",2,2006,24,-0.0909,"Business travel",1,120,30,"Eco",20,"2/20/14","EV","FlyFast Airways Inc.","Illinois","Tennessee",16,NA,NA,"Yes",NA,475,7,-87.8954,41.8271,-84.0244,35.9168,NA
"115","Atlanta, GA","Chicago, IL","Blue",69,"Male",2,2009,4,0.2727,"Personal Travel",0,0,100,"Eco",31,"3/31/14","DL","Sigma Airlines Inc.","Illinois","Georgia",8,0,0,"No",86,606,8,-87.8954,41.8271,-84.3319,33.8241,NA
"116","Atlanta, GA","Las Vegas, NV","Blue",37,"Female",1,2011,33,-0.5714,"Business travel",1,0,30,"Eco",4,"3/4/14","FL","FlyHere Airways","Nevada","Georgia",23,0,0,"No",192,1747,4,-115.1672,36.1349,-84.3319,33.8241,NA
"117","Tucson, AZ","Las Vegas, NV","Blue",52,"Female",1,2003,24,-0.4545,"Personal Travel",0,0,30,"Eco",17,"2/17/14","WN","Cheapseats Airlines Inc.","Nevada","Arizona",13,0,0,"No",52,365,7,-115.1672,36.1349,-110.9461,32.2549,NA
"118","Atlanta, GA","San Diego, CA","Blue",16,"Female",2,2007,17,-0.5455,"Mileage tickets",2,0,30,"Eco",26,"3/26/14","DL","Sigma Airlines Inc.","California","Georgia",8,0,0,"No",214,1892,7,-117.1288,32.9287,-84.3319,33.8241,NA
"119","Atlanta, GA","Washington, DC","Blue",76,"Female",1,2003,30,-0.6216,"Personal Travel",0,0,80,"Eco",21,"3/21/14","EV","FlyFast Airways Inc.","Virginia","Georgia",16,0,0,"No",89,534,4,-77.1897,38.8974,-84.3319,33.8241,NA
"120","Baltimore, MD","Detroit, MI","Blue",15,"Male",2,2004,8,0.0588,"Personal Travel",3,1,130,"Eco Plus",13,"3/13/14","DL","Sigma Airlines Inc.","Michigan","Maryland",19,0,0,"No",63,409,10,-83.2276,42.49,-76.6478,39.2341,NA
"121","St. Louis, MO","Atlanta, GA","Platinum",42,"Male",2,2006,9,0.3333,"Business travel",1,10,165,"Eco",4,"1/4/14","DL","Sigma Airlines Inc.","Georgia","Missouri",8,0,0,"No",77,484,9,-84.3319,33.8241,-90.3409,38.6307,NA
"122","Denver, CO","Amarillo, TX","Blue",64,"Female",1,2011,20,-0.3333,"Personal Travel",0,110,45,"Eco",27,"1/27/14","EV","FlyFast Airways Inc.","Texas","Colorado",13,NA,NA,"Yes",NA,359,1,-101.8491,35.1975,-104.9551,39.7108,NA
"123","Washington, DC","Minneapolis, MN","Silver",45,"Male",1,2011,13,0.4902,"Business travel",4,10,30,"Eco",24,"1/24/14","EV","FlyFast Airways Inc.","Minnesota","Virginia",19,94,80,"No",107,908,8,-93.2798,44.9782,-77.1897,38.8974,NA
"124","Dayton, OH","Orlando, FL","Blue",51,"Male",1,2007,21,-0.0244,"Business travel",2,30,140,"Eco",6,"1/6/14","WN","Cheapseats Airlines Inc.","Florida","Ohio",11,17,17,"No",114,808,10,-81.4112,28.5844,-84.1671,39.7549,NA
"125","New York, NY","Portland, ME","Platinum",35,"Male",1,2003,8,0.6279,"Business travel",2,30,60,"Eco",10,"3/10/14","B6","OnlyJets Airlines Inc.","Maine","New York",11,8,0,"No",50,273,10,-70.3219,43.6637,-73.9702,40.7184,NA
"126","Chicago, IL","Fort Wayne, IN","Blue",20,"Female",1,2006,14,0.2,"Mileage tickets",1,5,10,"Eco",12,"1/12/14","OO","Northwest Business Airlines Inc.","Indiana","Illinois",16,2,0,"No",34,157,9,-85.1389,41.1004,-87.8954,41.8271,NA
"127","Los Angeles, CA","New York, NY","Blue",52,"Male",1,2010,41,-0.9524,"Business travel",0,0,70,"Eco",17,"1/17/14","B6","OnlyJets Airlines Inc.","New York","California",6,13,0,"No",318,2475,7,-73.9702,40.7184,-118.1043,33.9827,NA
"128","Fresno, CA","Denver, CO","Blue",21,"Male",1,2008,5,0.7222,"Business travel",2,0,75,"Business",8,"3/8/14","OO","Northwest Business Airlines Inc.","Colorado","California",18,0,0,"No",104,844,8,-104.9551,39.7108,-119.7611,36.7878,NA
"129","Fayetteville, AR","Los Angeles, CA","Blue",80,"Female",1,2008,16,-0.2308,"Personal Travel",0,0,50,"Eco",31,"3/31/14","MQ","EnjoyFlying Air Services","California","Arkansas",12,0,0,"No",143,1371,7,-118.1043,33.9827,-94.1798,36.2674,NA
"130","Oklahoma City, OK","Detroit, MI","Gold",33,"Male",0,2003,0,1,"Business travel",2,0,50,"Eco",6,"3/6/14","EV","FlyFast Airways Inc.","Michigan","Oklahoma",15,0,0,"No",121,900,9,-83.2276,42.49,-97.5243,35.5048,NA
"131","Seattle, WA","Phoenix, AZ","Silver",27,"Male",1,2010,4,0.2,"Business travel",0,53,10,"Eco",2,"2/2/14","US","Southeast Airlines Co.","Arizona","Washington",17,0,0,"No",151,1107,6,-111.97,33.4941,-122.2747,47.4684,NA
"132","Tulsa, OK","Chicago, IL","Blue",46,"Male",2,2009,18,-0.44,"Business travel",2,30,115,"Eco",17,"3/17/14","OO","Northwest Business Airlines Inc.","Illinois","Oklahoma",20,0,5,"No",93,585,10,-87.8954,41.8271,-95.9013,36.1054,NA
"133","St. Louis, MO","Chicago, IL","Blue",28,"Female",1,2003,25,0.0196,"Personal Travel",2,0,70,"Eco",10,"1/10/14","WN","Cheapseats Airlines Inc.","Illinois","Missouri",7,NA,NA,"Yes",NA,251,4,-87.8954,41.8271,-90.3409,38.6307,NA
"134","Chicago, IL","Des Moines, IA","Platinum",42,"Female",2,2007,3,0.8571,"Business travel",1,0,90,"Eco",26,"2/26/14","OO","Northwest Business Airlines Inc.","Iowa","Illinois",5,0,0,"No",49,299,10,-93.6561,41.6194,-87.8954,41.8271,NA
"135","Las Vegas, NV","Los Angeles, CA","Silver",27,"Female",1,2006,2,0.7647,"Business travel",1,5,85,"Eco",28,"3/28/14","WN","Cheapseats Airlines Inc.","California","Nevada",11,9,12,"No",46,236,8,-118.1043,33.9827,-115.1672,36.1349,NA
"136","Eugene, OR","San Francisco, CA","Silver",23,"Female",2,2010,14,-0.4737,"Business travel",0,0,70,"Eco",23,"2/23/14","OO","Northwest Business Airlines Inc.","California","Oregon",10,55,41,"No",66,451,9,-122.1585,37.6712,-123.0766,44.066,NA
"137","Cedar City, UT","Salt Lake City, UT","Gold",30,"Female",2,2009,29,-0.5676,"Business travel",0,0,90,"Eco",1,"3/1/14","OO","Northwest Business Airlines Inc.","Utah","Utah",8,0,1,"No",37,221,9,-111.9295,40.6408,-113.0688,37.7125,NA
"138","Tampa, FL","Atlanta, GA","Gold",46,"Female",2,2008,54,-0.8305,"Business travel",2,0,10,"Business",7,"2/7/14","DL","Sigma Airlines Inc.","Georgia","Florida",8,0,0,"No",63,406,8,-84.3319,33.8241,-82.5132,28.0062,NA
"139","San Francisco, CA","Las Vegas, NV","Blue",62,"Female",1,2007,16,-0.8824,"Personal Travel",0,120,60,"Eco",10,"1/10/14","VX","Cool&Young Airlines Inc.","Nevada","California",16,0,0,"No",68,414,7,-115.1672,36.1349,-122.1585,37.6712,NA
"140","New York, NY","Washington, DC","Blue",28,"Male",3,2007,24,-0.7143,"Business travel",0,0,45,"Eco",14,"1/14/14","MQ","EnjoyFlying Air Services","Virginia","New York",17,17,4,"No",45,213,9,-77.1897,38.8974,-73.9702,40.7184,NA
"141","Los Angeles, CA","Santa Maria, CA","Blue",43,"Male",1,2008,13,-0.4444,"Business travel",0,0,0,"Eco",9,"3/9/14","OO","Northwest Business Airlines Inc.","California","California",6,0,0,"No",34,134,6,-120.4389,34.9118,-118.1043,33.9827,NA
"142","Tulsa, OK","Washington, DC","Blue",72,"Male",1,2012,46,-0.84,"Personal Travel",0,35,69,"Business",17,"2/17/14","EV","FlyFast Airways Inc.","Virginia","Oklahoma",17,0,1,"No",182,1027,3,-77.1897,38.8974,-95.9013,36.1054,NA
"143","Kansas City, MO","Chicago, IL","Platinum",54,"Male",2,2010,28,-0.931,"Business travel",0,30,120,"Eco",15,"3/15/14","MQ","EnjoyFlying Air Services","Illinois","Missouri",9,20,1,"No",63,403,10,-87.8954,41.8271,-94.5949,39.0398,NA
"144","San Diego, CA","Boston, MA","Silver",38,"Female",1,2004,8,0.6735,"Business travel",3,0,25,"Eco",28,"1/28/14","AS","FlyToSun Airlines Inc.","Massachusetts","California",18,0,0,"No",364,2588,9,-71.1407,42.3731,-117.1288,32.9287,NA
"145","Milwaukee, WI","Baltimore, MD","Blue",65,"Male",2,2004,11,-0.0476,"Business travel",0,15,105,"Eco",27,"1/27/14","WN","Cheapseats Airlines Inc.","Maryland","Wisconsin",17,0,0,"No",104,641,5,-76.6478,39.2341,-88.1005,43.0557,NA
"146","Charlotte, NC","Phoenix, AZ","Blue",31,"Male",2,2007,25,-0.4286,"Business travel",0,0,30,"Eco",27,"1/27/14","US","Southeast Airlines Co.","Arizona","North Carolina",6,0,0,"No",185,1773,8,-111.97,33.4941,-80.8158,35.2497,NA
"147","Denver, CO","San Francisco, CA","Blue",38,"Female",1,2004,18,-0.8,"Business travel",3,0,20,"Eco",15,"1/15/14","F9","GoingNorth Airlines Inc.","California","Colorado",16,2,9,"No",127,967,9,-122.1585,37.6712,-104.9551,39.7108,NA
"148","Dallas, TX","El Paso, TX","Blue",17,"Male",1,2008,16,-0.3913,"Business travel",2,0,50,"Eco",16,"1/16/14","WN","Cheapseats Airlines Inc.","Texas","Texas",9,6,8,"No",80,562,6,-106.389,31.7802,-96.972,32.8127,NA
"149","Los Angeles, CA","Philadelphia, PA","Gold",59,"Male",1,2009,0,1,"Business travel",0,0,78,"Eco",19,"3/19/14","US","Southeast Airlines Co.","Pennsylvania","California",7,4,0,"No",326,2402,10,-75.2984,39.9733,-118.1043,33.9827,NA
"150","Toledo, OH","Chicago, IL","Blue",24,"Male",1,2003,0,1,"Business travel",0,0,45,"Eco",24,"1/24/14","MQ","EnjoyFlying Air Services","Illinois","Ohio",16,125,169,"No",42,213,7,-87.8954,41.8271,-83.6139,41.6397,NA
"151","Wichita, KS","Dallas, TX","Silver",51,"Male",1,2005,54,-0.9636,"Personal Travel",1,45,15,"Eco",31,"3/31/14","WN","Cheapseats Airlines Inc.","Texas","Kansas",8,0,0,"No",51,333,6,-96.972,32.8127,-97.3273,37.6797,NA
"152","Chicago, IL","Philadelphia, PA","Blue",73,"Male",1,2008,63,-0.8261,"Personal Travel",0,0,10,"Eco",14,"2/14/14","US","Southeast Airlines Co.","Pennsylvania","Illinois",13,84,68,"No",106,678,3,-75.2984,39.9733,-87.8954,41.8271,NA
"153","San Diego, CA","San Francisco, CA","Blue",30,"Male",1,2008,7,-0.2727,"Business travel",4,0,60,"Eco",28,"1/28/14","OU","Oursin Airlines Inc.","California","California",11,0,5,"No",62,447,10,-122.1585,37.6712,-117.1288,32.9287,NA
"154","San Francisco, CA","Denver, CO","Blue",37,"Female",1,2003,4,0.8621,"Business travel",3,31,3,"Eco",1,"3/1/14","OU","Oursin Airlines Inc.","Colorado","California",10,23,45,"No",142,967,6,-104.9551,39.7108,-122.1585,37.6712,NA
"155","Denver, CO","Minneapolis, MN","Blue",65,"Female",1,2012,9,-0.6364,"Mileage tickets",0,0,15,"Eco Plus",26,"3/26/14","DL","Sigma Airlines Inc.","Minnesota","Colorado",9,13,0,"No",98,680,9,-93.2798,44.9782,-104.9551,39.7108,NA
"156","San Jose, CA","San Diego, CA","Blue",31,"Female",1,2006,4,0.3846,"Business travel",2,0,30,"Eco",6,"2/6/14","WN","Cheapseats Airlines Inc.","California","California",17,71,69,"No",67,417,1,-117.1288,32.9287,-121.9451,37.3298,NA
"157","Orlando, FL","Pittsburgh, PA","Silver",50,"Female",1,2012,3,0.6471,"Business travel",3,15,180,"Eco",19,"1/19/14","WN","Cheapseats Airlines Inc.","Pennsylvania","Florida",19,0,0,"No",108,834,8,-79.951,40.457,-81.4112,28.5844,NA
"158","New York, NY","Denver, CO","Silver",34,"Female",2,2007,8,0.3846,"Personal Travel",1,205,105,"Eco",6,"3/6/14","F9","GoingNorth Airlines Inc.","Colorado","New York",11,0,0,"No",194,1620,8,-104.9551,39.7108,-73.9702,40.7184,NA
"159","Birmingham, AL","Baltimore, MD","Blue",69,"Female",1,2004,39,-0.6596,"Personal Travel",0,0,120,"Eco",16,"2/16/14","WN","Cheapseats Airlines Inc.","Maryland","Alabama",16,9,2,"No",105,682,7,-76.6478,39.2341,-86.792,33.4691,NA
"160","Chicago, IL","Seattle, WA","Silver",46,"Female",1,2004,3,0.25,"Business travel",0,0,15,"Eco",12,"1/12/14","OU","Oursin Airlines Inc.","Washington","Illinois",6,4,0,"No",188,1721,8,-122.2747,47.4684,-87.8954,41.8271,NA
"161","Austin, TX","Dallas, TX","Blue",74,"Female",2,2010,48,-0.6842,"Personal Travel",0,0,5,"Business",4,"3/4/14","WN","Cheapseats Airlines Inc.","Texas","Texas",17,26,15,"No",32,189,1,-96.972,32.8127,-97.7615,30.3585,NA
"162","San Francisco, CA","Portland, OR","Silver",45,"Female",0,2006,21,0.1429,"Business travel",2,34,20,"Eco",2,"2/2/14","OU","Oursin Airlines Inc.","Oregon","California",7,0,0,"No",93,550,7,-122.6511,45.5204,-122.1585,37.6712,NA
"163","Chicago, IL","Eagle, CO","Silver",64,"Male",1,2005,5,-0.4286,"Business travel",0,0,60,"Eco Plus",21,"1/21/14","AA","Paul Smith Airlines Inc.","Colorado","Illinois",11,0,0,"No",129,1007,9,-106.8263,39.6446,-87.8954,41.8271,NA
"164","Kansas City, MO","Atlanta, GA","Silver",36,"Female",1,2010,31,-0.5897,"Business travel",0,20,95,"Eco",31,"1/31/14","FL","FlyHere Airways","Georgia","Missouri",18,0,0,"No",107,692,10,-84.3319,33.8241,-94.5949,39.0398,NA
"165","Chicago, IL","Boston, MA","Blue",50,"Male",1,2004,35,0.0667,"Business travel",2,22,90,"Eco",20,"2/20/14","AA","Paul Smith Airlines Inc.","Massachusetts","Illinois",7,1,35,"No",176,867,3,-71.1407,42.3731,-87.8954,41.8271,NA
"166","Cleveland, OH","Kansas City, MO","Blue",16,"Male",1,2006,23,-0.84,"Personal Travel",1,0,22,"Eco",15,"1/15/14","EV","FlyFast Airways Inc.","Missouri","Ohio",14,0,0,"No",107,694,7,-94.5949,39.0398,-81.6054,41.4436,NA
"167","Hartford, CT","Chicago, IL","Blue",16,"Female",2,2004,9,-0.5,"Mileage tickets",1,0,10,"Eco",6,"2/6/14","WN","Cheapseats Airlines Inc.","Illinois","Connecticut",20,28,7,"No",90,777,7,-87.8954,41.8271,-72.6988,41.7401,NA
"168","New York, NY","Burlington, VT","Blue",24,"Male",1,2008,15,-0.875,"Business travel",0,0,0,"Eco Plus",15,"2/15/14","B6","OnlyJets Airlines Inc.","Vermont","New York",18,112,146,"No",104,266,9,-73.1479,44.474,-73.9702,40.7184,NA
"169","Atlanta, GA","Columbia, SC","Blue",74,"Female",1,2007,28,-0.8667,"Personal Travel",0,0,40,"Eco",19,"2/19/14","EV","FlyFast Airways Inc.","South Carolina","Georgia",10,0,1,"No",44,192,3,-81.0772,34.0362,-84.3319,33.8241,NA
"170","Omaha, NE","Denver, CO","Blue",65,"Female",2,2007,4,0,"Business travel",0,0,15,"Business",8,"3/8/14","OO","Northwest Business Airlines Inc.","Colorado","Nebraska",9,2,10,"No",65,472,8,-104.9551,39.7108,-96.0346,41.2349,NA
"171","Miami, FL","Detroit, MI","Blue",60,"Female",1,2005,25,-0.6667,"Mileage tickets",0,90,95,"Eco",29,"3/29/14","DL","Sigma Airlines Inc.","Michigan","Florida",8,0,8,"No",166,1145,7,-83.2276,42.49,-80.2314,26.1756,NA
"172","Salt Lake City, UT","Orlando, FL","Blue",39,"Female",1,2012,9,0.5814,"Personal Travel",2,30,35,"Eco",26,"1/26/14","DL","Sigma Airlines Inc.","Florida","Utah",18,0,0,"No",265,1931,4,-81.4112,28.5844,-111.9295,40.6408,NA
"173","Phoenix, AZ","Reno, NV","Gold",26,"Female",2,2009,0,1,"Business travel",0,0,60,"Eco",10,"3/10/14","US","Southeast Airlines Co.","Nevada","Arizona",6,0,0,"No",84,601,10,-119.7959,39.5326,-111.97,33.4941,NA
"174","Salt Lake City, UT","Cincinnati, OH","Blue",52,"Male",1,2003,19,-0.3571,"Business travel",1,0,60,"Eco",13,"2/13/14","DL","Sigma Airlines Inc.","Kentucky","Utah",8,0,1,"No",221,1450,9,-84.462,39.1855,-111.9295,40.6408,NA
"175","Santa Barbara, CA","Denver, CO","Gold",39,"Male",1,2012,8,0.2727,"Business travel",2,0,60,"Eco",3,"2/3/14","F9","GoingNorth Airlines Inc.","Colorado","California",12,25,27,"No",128,916,10,-104.9551,39.7108,-119.7241,34.4275,NA
"176","Jacksonville, FL","Baltimore, MD","Blue",47,"Female",2,2003,19,-0.4074,"Business travel",1,30,160,"Eco",8,"3/8/14","WN","Cheapseats Airlines Inc.","Maryland","Florida",13,18,21,"No",103,663,7,-76.6478,39.2341,-81.6427,30.2401,NA
"177","Atlanta, GA","Omaha, NE","Blue",38,"Female",0,2009,16,-0.0667,"Business travel",1,0,100,"Eco",9,"2/9/14","DL","Sigma Airlines Inc.","Nebraska","Georgia",6,0,5,"No",95,821,10,-96.0346,41.2349,-84.3319,33.8241,NA
"178","Philadelphia, PA","Phoenix, AZ","Blue",47,"Female",1,2008,9,-0.8,"Business travel",0,110,60,"Eco",3,"2/3/14","US","Southeast Airlines Co.","Arizona","Pennsylvania",13,13,29,"No",215,2075,10,-111.97,33.4941,-75.2984,39.9733,NA
"179","Los Angeles, CA","Chicago, IL","Blue",51,"Male",2,2009,45,-0.6364,"Personal Travel",0,5,30,"Business",15,"3/15/14","AA","Paul Smith Airlines Inc.","Illinois","California",9,2,17,"No",225,1744,3,-87.8954,41.8271,-118.1043,33.9827,NA
"180","Minneapolis, MN","New York, NY","Silver",55,"Female",1,2010,16,-0.2308,"Personal Travel",1,0,60,"Eco Plus",24,"2/24/14","MQ","EnjoyFlying Air Services","New York","Minnesota",12,0,15,"No",171,1020,7,-73.9702,40.7184,-93.2798,44.9782,NA
"181","Pensacola, FL","Miami, FL","Silver",62,"Female",1,2010,19,-0.7273,"Business travel",0,85,90,"Eco Plus",27,"3/27/14","MQ","EnjoyFlying Air Services","Florida","Florida",20,0,11,"No",97,530,8,-80.2314,26.1756,-87.2534,30.4853,NA
"182","Gainesville, FL","Miami, FL","Blue",16,"Male",1,2007,12,-0.2,"Business travel",1,0,85,"Eco",9,"2/9/14","MQ","EnjoyFlying Air Services","Florida","Florida",11,0,0,"No",51,294,8,-80.2314,26.1756,-82.371,29.6568,NA
"183","Miami, FL","Los Angeles, CA","Blue",80,"Male",2,2004,28,-0.931,"Personal Travel",0,0,95,"Eco",9,"3/9/14","AA","Paul Smith Airlines Inc.","California","Florida",5,7,6,"No",267,2342,5,-118.1043,33.9827,-80.2314,26.1756,NA
"184","Boston, MA","Detroit, MI","Blue",50,"Female",1,2005,1,0.75,"Business travel",1,0,60,"Eco",21,"1/21/14","DL","Sigma Airlines Inc.","Michigan","Massachusetts",21,0,0,"No",87,632,9,-83.2276,42.49,-71.1407,42.3731,NA
"185","Atlanta, GA","Baltimore, MD","Platinum",46,"Male",1,2007,6,0.25,"Mileage tickets",0,20,90,"Business",8,"3/8/14","WN","Cheapseats Airlines Inc.","Maryland","Georgia",15,0,0,"No",93,577,10,-76.6478,39.2341,-84.3319,33.8241,NA
"186","Phoenix, AZ","Sacramento, CA","Blue",77,"Female",1,2006,19,0.1739,"Personal Travel",1,120,90,"Eco",7,"2/7/14","WN","Cheapseats Airlines Inc.","California","Arizona",14,35,23,"No",82,647,5,-121.3247,38.6386,-111.97,33.4941,NA
"187","Washington, DC","Seattle, WA","Blue",15,"Female",1,2007,8,0.1111,"Business travel",2,0,0,"Eco Plus",1,"2/1/14","AS","FlyToSun Airlines Inc.","Washington","Virginia",8,0,0,"No",265,2329,6,-122.2747,47.4684,-77.1897,38.8974,NA
"188","Houston, TX","Dallas, TX","Blue",33,"Male",2,2005,21,-0.9091,"Business travel",1,0,65,"Eco",26,"3/26/14","WN","Cheapseats Airlines Inc.","Texas","Texas",18,3,5,"No",46,239,6,-96.972,32.8127,-95.3935,29.7843,NA
"189","Reno, NV","Las Vegas, NV","Blue",64,"Male",2,2009,26,-0.7931,"Mileage tickets",0,0,80,"Business",24,"3/24/14","WN","Cheapseats Airlines Inc.","Nevada","Nevada",19,24,21,"No",56,345,8,-115.1672,36.1349,-119.7959,39.5326,NA
"190","Charlotte, NC","New York, NY","Blue",16,"Female",2,2010,13,-0.3684,"Mileage tickets",1,150,50,"Eco Plus",6,"3/6/14","US","Southeast Airlines Co.","New York","North Carolina",10,39,20,"No",88,541,7,-73.9702,40.7184,-80.8158,35.2497,NA
"191","Las Vegas, NV","Baltimore, MD","Silver",46,"Female",1,2007,19,-0.6522,"Business travel",1,0,20,"Eco",16,"3/16/14","WN","Cheapseats Airlines Inc.","Maryland","Nevada",13,0,0,"No",283,2106,9,-76.6478,39.2341,-115.1672,36.1349,NA
"192","Orlando, FL","San Francisco, CA","Silver",42,"Male",1,2009,4,-0.1429,"Business travel",0,30,120,"Eco",11,"1/11/14","OU","Oursin Airlines Inc.","California","Florida",8,0,36,"No",287,2446,10,-122.1585,37.6712,-81.4112,28.5844,NA
"193","Chicago, IL","Las Vegas, NV","Blue",70,"Male",1,2010,44,-0.8333,"Personal Travel",0,1,30,"Eco",9,"2/9/14","OU","Oursin Airlines Inc.","Nevada","Illinois",8,0,0,"No",169,1514,7,-115.1672,36.1349,-87.8954,41.8271,NA
